               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  98,            0.026997,            0.011404,           0.0032092,             0.80554,              0.6743,             0.73651,             0.50395,            0.037196,             0.01406,           0.0059599,            0.006799,            0.006799,            0.006799
                  99,            0.027327,            0.011384,           0.0031347,              0.8491,              0.6927,             0.75979,              0.5258,            0.037337,            0.014007,           0.0053507,            0.006766,            0.006766,            0.006766
                 100,            0.027468,            0.011707,           0.0031472,             0.83384,             0.68563,             0.75773,             0.52924,            0.036855,            0.014134,           0.0056705,            0.006733,            0.006733,            0.006733
                 101,            0.026486,            0.011236,            0.003181,             0.83526,             0.69263,             0.76366,             0.52946,            0.037295,            0.014678,           0.0055036,              0.0067,              0.0067,              0.0067
                 102,            0.026405,             0.01133,           0.0040053,              0.8571,             0.70014,             0.77355,             0.52609,            0.038184,            0.014363,           0.0048426,            0.006667,            0.006667,            0.006667
                 103,            0.027302,            0.010905,           0.0034444,             0.86286,             0.68092,             0.76412,              0.5252,            0.037494,            0.013707,           0.0056087,            0.006634,            0.006634,            0.006634
                 104,            0.025447,             0.01123,           0.0035008,             0.81129,             0.71912,             0.77268,             0.54347,             0.03692,            0.014133,           0.0048277,            0.006601,            0.006601,            0.006601
                 105,            0.025435,            0.011035,            0.003127,             0.83992,             0.69323,             0.75658,             0.52401,            0.036992,            0.014001,           0.0055851,            0.006568,            0.006568,            0.006568
                 106,            0.025431,            0.010906,           0.0032508,             0.84979,             0.68801,             0.76533,             0.53048,            0.036532,            0.014613,           0.0046815,            0.006535,            0.006535,            0.006535
                 107,            0.026072,            0.011463,           0.0033605,             0.79721,             0.65465,             0.72961,             0.50416,            0.037165,            0.014428,           0.0077376,            0.006502,            0.006502,            0.006502
                 108,            0.025935,            0.011317,           0.0030493,             0.80355,              0.6913,             0.75011,             0.52525,            0.036597,            0.014815,           0.0067977,            0.006469,            0.006469,            0.006469
                 109,            0.026414,            0.010926,           0.0029281,             0.82732,             0.68978,             0.75454,             0.53292,            0.035928,            0.014287,           0.0055417,            0.006436,            0.006436,            0.006436
                 110,            0.024977,            0.011315,           0.0028411,             0.83311,             0.69151,             0.75459,             0.53306,            0.036682,            0.014493,           0.0064648,            0.006403,            0.006403,            0.006403
                 111,            0.025525,            0.010579,            0.003348,              0.8276,             0.69554,             0.76352,             0.54531,            0.036917,            0.014414,           0.0062641,             0.00637,             0.00637,             0.00637
                 112,            0.025456,              0.0111,           0.0029615,             0.82737,             0.68285,              0.7566,              0.5413,            0.037491,             0.01462,           0.0067014,            0.006337,            0.006337,            0.006337
                 113,             0.02586,            0.011192,           0.0031378,             0.82385,             0.68786,             0.75612,             0.52857,             0.03702,            0.014956,           0.0053597,            0.006304,            0.006304,            0.006304
                 114,             0.02571,            0.010605,           0.0029459,             0.83954,             0.66024,             0.76392,             0.52326,            0.037781,            0.014789,           0.0050338,            0.006271,            0.006271,            0.006271
                 115,             0.02497,            0.010313,            0.003094,             0.81839,             0.70959,             0.77188,              0.5285,            0.036792,            0.014809,            0.005703,            0.006238,            0.006238,            0.006238
                 116,            0.026312,            0.010601,           0.0029272,             0.83394,             0.67248,             0.76239,             0.52221,            0.036927,            0.014314,           0.0058567,            0.006205,            0.006205,            0.006205
                 117,            0.025366,            0.011221,           0.0030369,             0.81586,             0.69876,             0.76637,             0.54286,            0.037401,            0.015063,           0.0061727,            0.006172,            0.006172,            0.006172
                 118,            0.024751,            0.010748,           0.0025588,             0.81744,             0.71241,             0.77055,             0.54709,             0.03677,             0.01435,           0.0058721,            0.006139,            0.006139,            0.006139
                 119,            0.024518,            0.010831,           0.0026915,             0.79149,             0.69997,             0.76106,             0.53803,            0.035951,            0.014078,           0.0055405,            0.006106,            0.006106,            0.006106
                 120,            0.024594,            0.011062,           0.0026805,             0.80123,             0.68536,             0.74918,             0.52889,            0.036172,            0.014568,            0.005002,            0.006073,            0.006073,            0.006073
                 121,            0.024026,             0.01095,           0.0027937,             0.81378,             0.68776,              0.7637,             0.53644,            0.037774,            0.014577,           0.0064207,             0.00604,             0.00604,             0.00604
                 122,            0.024163,             0.01091,           0.0029649,              0.8211,             0.68154,             0.75516,             0.54292,            0.036802,             0.01462,           0.0081357,            0.006007,            0.006007,            0.006007
                 123,            0.024345,            0.010597,           0.0026646,             0.81535,             0.70193,             0.75342,             0.54151,            0.036252,            0.014723,           0.0072608,            0.005974,            0.005974,            0.005974
                 124,            0.024479,            0.010937,            0.002651,             0.80473,             0.72211,             0.76064,             0.54817,            0.036633,             0.01418,           0.0065329,            0.005941,            0.005941,            0.005941
                 125,            0.024789,            0.010123,           0.0028286,             0.79222,             0.68226,             0.72918,              0.5214,            0.037236,            0.014465,           0.0059616,            0.005908,            0.005908,            0.005908
                 126,            0.024304,            0.010493,           0.0030356,             0.83365,             0.68423,             0.75567,             0.54358,            0.037422,            0.014795,           0.0059441,            0.005875,            0.005875,            0.005875
                 127,            0.024903,            0.010684,           0.0029906,              0.8774,             0.64372,             0.76012,              0.5483,            0.036557,            0.015144,           0.0059413,            0.005842,            0.005842,            0.005842
                 128,            0.023719,            0.010363,           0.0030559,             0.84449,             0.68635,             0.77645,             0.55463,            0.036273,            0.014504,           0.0046722,            0.005809,            0.005809,            0.005809
                 129,            0.024262,            0.010695,           0.0026474,               0.777,             0.66659,             0.73777,             0.52105,            0.036666,            0.015363,           0.0073576,            0.005776,            0.005776,            0.005776
                 130,            0.024303,            0.010378,           0.0027033,             0.79945,             0.68123,             0.74739,             0.52721,            0.036978,            0.015051,           0.0069666,            0.005743,            0.005743,            0.005743
                 131,            0.024986,            0.010309,           0.0025069,             0.82355,             0.69181,             0.76275,             0.53885,            0.036827,            0.014805,            0.005098,             0.00571,             0.00571,             0.00571
                 132,            0.023846,            0.010495,           0.0028145,             0.86254,             0.69137,             0.76963,             0.55667,            0.035909,            0.014409,           0.0042087,            0.005677,            0.005677,            0.005677
                 133,            0.023944,            0.010995,           0.0027414,             0.85951,             0.68931,             0.77299,             0.54951,             0.03655,            0.014687,           0.0039329,            0.005644,            0.005644,            0.005644
                 134,            0.024629,            0.010672,           0.0025429,             0.83857,             0.70712,             0.77422,             0.54745,            0.036051,            0.014537,           0.0045494,            0.005611,            0.005611,            0.005611
                 135,            0.024352,            0.010702,           0.0024818,              0.8415,             0.69615,              0.7689,             0.53957,            0.036586,            0.014836,           0.0046592,            0.005578,            0.005578,            0.005578
                 136,            0.023909,             0.01033,            0.002849,             0.82471,             0.73324,             0.78224,             0.55406,            0.036357,             0.01453,           0.0044663,            0.005545,            0.005545,            0.005545
                 137,             0.02231,            0.010069,           0.0027181,             0.86811,              0.6751,             0.75957,              0.5422,            0.036692,            0.014598,           0.0046797,            0.005512,            0.005512,            0.005512
                 138,            0.024263,            0.010232,           0.0023634,             0.83897,             0.69907,             0.76141,             0.54261,            0.037004,            0.014328,           0.0043754,            0.005479,            0.005479,            0.005479
                 139,            0.023495,             0.01038,           0.0026934,             0.86881,             0.69658,             0.76272,             0.54284,            0.036766,            0.014381,           0.0046869,            0.005446,            0.005446,            0.005446
                 140,            0.022939,             0.01017,            0.002472,               0.841,             0.69098,             0.76245,             0.55131,            0.036262,            0.014891,           0.0055742,            0.005413,            0.005413,            0.005413
                 141,             0.02371,            0.010331,           0.0021675,             0.78217,             0.66271,             0.72204,             0.51345,            0.036825,            0.015082,           0.0070724,             0.00538,             0.00538,             0.00538
                 142,            0.023092,           0.0099984,           0.0024951,             0.79712,             0.65404,             0.73267,             0.52719,              0.0368,            0.015331,           0.0057871,            0.005347,            0.005347,            0.005347
                 143,            0.023388,           0.0097609,           0.0024821,              0.8477,             0.67047,             0.75513,             0.54682,            0.037398,               0.015,           0.0048828,            0.005314,            0.005314,            0.005314
                 144,            0.023184,            0.010018,           0.0040862,             0.82023,             0.67614,             0.75502,             0.53565,            0.037016,            0.014788,           0.0055358,            0.005281,            0.005281,            0.005281
                 145,            0.021978,           0.0092547,           0.0026869,             0.82098,             0.67377,             0.76343,             0.53964,            0.036358,            0.014689,           0.0068935,            0.005248,            0.005248,            0.005248
                 146,            0.022964,           0.0099418,           0.0025418,             0.80479,              0.6884,             0.75569,             0.53873,            0.037044,            0.014621,           0.0052218,            0.005215,            0.005215,            0.005215
                 147,             0.02321,           0.0098229,           0.0027803,             0.83887,              0.6615,             0.74696,             0.53158,            0.036036,            0.015117,           0.0061032,            0.005182,            0.005182,            0.005182
                 148,             0.02273,           0.0099717,           0.0026891,             0.84121,             0.66407,              0.7524,             0.54493,            0.037231,            0.015339,           0.0063355,            0.005149,            0.005149,            0.005149
                 149,            0.021919,            0.010057,           0.0024604,             0.80365,             0.70397,               0.771,             0.55643,            0.036117,            0.014887,           0.0055981,            0.005116,            0.005116,            0.005116
                 150,            0.022808,           0.0098197,           0.0022764,             0.79584,             0.73247,             0.77813,             0.55944,             0.03616,            0.014426,           0.0052132,            0.005083,            0.005083,            0.005083
                 151,            0.022136,           0.0093679,           0.0025415,             0.81333,             0.71459,             0.76587,             0.54358,            0.037027,            0.014676,           0.0056918,             0.00505,             0.00505,             0.00505
                 152,            0.022274,            0.010169,           0.0022254,              0.8162,             0.70793,             0.76127,             0.55136,            0.036313,            0.014838,           0.0054732,            0.005017,            0.005017,            0.005017
                 153,            0.021231,           0.0092483,           0.0024934,              0.8169,             0.68461,             0.76527,             0.54294,            0.036997,            0.014975,           0.0065972,            0.004984,            0.004984,            0.004984
                 154,            0.022927,           0.0098936,           0.0024299,              0.8317,             0.68749,             0.76842,             0.55181,            0.036461,            0.014898,           0.0057676,            0.004951,            0.004951,            0.004951
                 155,            0.023269,           0.0095675,           0.0025267,             0.85222,             0.66362,             0.76898,             0.55573,            0.036779,            0.015273,           0.0070141,            0.004918,            0.004918,            0.004918
                 156,            0.022308,            0.010304,           0.0024527,             0.88234,              0.6542,             0.76163,             0.54894,            0.035616,            0.014936,           0.0056251,            0.004885,            0.004885,            0.004885
